threshold,coverage,resolution_rate,automation_precision,silent_failure_rate,deferral_rate,cost_per_contact,saving_per_contact,value_per_period
0.95,0.38345454545454544,0.37945454545454543,0.9895685158843054,0.002181818181818182,0.6165454545454545,3.891272727272727,2.108727272727273,210872.72727272726
0.955,0.3665454545454545,0.3630909090909091,0.9905753968253969,0.0018181818181818182,0.6334545454545455,3.9829090909090907,2.0170909090909093,201709.09090909094
0.96,0.3489090909090909,0.34563636363636363,0.9906201146430433,0.0018181818181818182,0.6510909090909092,4.085454545454546,1.914545454545454,191454.5454545454
0.965,0.3272727272727272,0.32436363636363635,0.9911111111111113,0.0014545454545454547,0.6727272727272728,4.208727272727272,1.7912727272727276,179127.27272727276
0.97,0.3047272727272727,0.30218181818181816,0.9916467780429595,0.0014545454545454547,0.6952727272727273,4.337454545454545,1.6625454545454552,166254.54545454553
0.975,0.27890909090909083,0.2769090909090909,0.9928292046936117,0.0014545454545454547,0.7210909090909092,4.482545454545454,1.5174545454545463,151745.45454545462
0.98,0.24490909090909088,0.24327272727272725,0.9933184855233853,0.0012727272727272728,0.7550909090909091,4.68,1.3200000000000003,132000.00000000003
0.985,0.21218181818181817,0.21090909090909088,0.9940017137960582,0.001090909090909091,0.7878181818181819,4.869818181818182,1.1301818181818177,113018.18181818178
0.99,0.16599999999999998,0.16527272727272727,0.995618838992333,0.0007272727272727273,0.8340000000000001,5.137090909090909,0.8629090909090911,86290.9090909091
0.995,0.10036363636363635,0.0998181818181818,0.9945652173913043,0.0005454545454545455,0.8996363636363637,5.527636363636364,0.4723636363636361,47236.36363636361
1.0,0.0,0.0,,0.0,1.0,6.12,-0.1200000000000001,-12000.000000000011
